model,encoding,strategy,cv_folds,cv_repeats,total_trials,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,random_f1_mean,random_f1_std,f1_improvement,wilcoxon_p_value,cohens_d,significantly_better_than_random,system,detector,text_source
knn,sbert_avg,random_undersample,5,2,10,0.527032955939679,0.0432970185125889,0.134258845236959,0.0141195914467332,0.666289592760181,0.075833865727346,0.223215498945583,0.0224145385621177,0.0921338769962623,0.0309296072867855,0.131081621949321,0.0009765625,4.60407778397413,True,inkscape,acdc,combined
naive_bayes,sbert_avg,random_undersample,5,2,10,0.584200329248785,0.0338623047688032,0.142524328182816,0.0103605658456473,0.614253393665158,0.0663099233207933,0.231052347061785,0.0169236960051199,0.0921338769962623,0.0309296072867855,0.138918470065523,0.0009765625,5.28629724544896,True,inkscape,acdc,combined
xgboost,sbert_avg,random_undersample,5,2,10,0.600158023886068,0.0170879247467243,0.146822545285032,0.0084164506073523,0.608446455505279,0.0372239751701268,0.23647839775638,0.0130338568226319,0.0921338769962623,0.0309296072867855,0.144344520760118,0.0009765625,5.76987906856803,True,inkscape,acdc,combined
feedforward_nn,sbert_avg,random_undersample,5,2,10,0.606469272701859,0.0852454197055762,0.151139089235181,0.0219025226464976,0.59709653092006,0.10636615955698,0.238295938739801,0.0253099112947536,0.0921338769962623,0.0309296072867855,0.146162061743539,0.0009765625,4.90667036144535,True,inkscape,acdc,combined
logistic_regression,sbert_max,random_undersample,5,2,10,0.57473209709733,0.0241013935398955,0.13854611310277,0.0143169189908384,0.610294117647059,0.078937385049753,0.225701148628775,0.0239226263492355,0.0921338769962623,0.0309296072867855,0.133567271632513,0.0009765625,4.58291844253217,True,inkscape,acdc,combined
random_forest,sbert_max,random_undersample,5,2,10,0.588546568513255,0.0369630064803838,0.142029392313756,0.0215924805648061,0.598981900452489,0.0782230253501677,0.229399125303458,0.0333842558958136,0.0921338769962623,0.0309296072867855,0.137265248307196,0.0009765625,4.04660827465344,True,inkscape,acdc,combined
svm,sbert_max,random_undersample,5,2,10,0.62639658947957,0.0372178014108867,0.156007561951857,0.0166496284529861,0.600565610859729,0.0619161899242125,0.247206132453587,0.0238056264484234,0.0921338769962623,0.0309296072867855,0.155072255457325,0.0009765625,5.33053411969375,True,inkscape,acdc,combined
knn,sbert_max,random_undersample,5,2,10,0.55403290934787,0.038040806316926,0.138174356634506,0.0196631072877018,0.645135746606335,0.101291267133043,0.227360452019076,0.0323166165561116,0.0921338769962623,0.0309296072867855,0.135226575022814,0.0009765625,4.05577906103868,True,inkscape,acdc,combined
naive_bayes,sbert_max,random_undersample,5,2,10,0.552258537949029,0.0347982314736866,0.132673491629277,0.0150778150485181,0.610671191553545,0.0575010507973796,0.217843833397432,0.0233708812013249,0.0921338769962623,0.0309296072867855,0.12570995640117,0.0009765625,4.35060589478158,True,inkscape,acdc,combined
xgboost,sbert_max,random_undersample,5,2,10,0.593653030797186,0.0209296173056024,0.144206690478351,0.0121587381710979,0.606447963800905,0.0578952871080052,0.232901469824926,0.0197334521400796,0.0921338769962623,0.0309296072867855,0.140767592828664,0.0009765625,5.14764255354714,True,inkscape,acdc,combined
feedforward_nn,sbert_max,random_undersample,5,2,10,0.534497352032179,0.0807131684313262,0.140023346106605,0.0224668190554321,0.676282051282051,0.0718220876492458,0.231115308069923,0.032321228546878,0.0921338769962623,0.0309296072867855,0.138981431073661,0.0009765625,4.16808600167776,True,inkscape,acdc,combined
logistic_regression,sbert_tfidf_weighted,random_undersample,5,2,10,0.590113218096259,0.021193079136254,0.142755450541474,0.0127534334493877,0.606372549019608,0.0744113963060185,0.230971539574797,0.0216216918337582,0.0921338769962623,0.0309296072867855,0.138837662578535,0.0009765625,4.93591285485685,True,inkscape,acdc,combined
random_forest,sbert_tfidf_weighted,random_undersample,5,2,10,0.608446706735623,0.0265917734551262,0.150239091852381,0.0131602277606628,0.608484162895928,0.0366523013851987,0.240847142468447,0.0191785954283347,0.0921338769962623,0.0309296072867855,0.148713265472185,0.0009765625,5.48234904027312,True,inkscape,acdc,combined
svm,sbert_tfidf_weighted,random_undersample,5,2,10,0.621669462175216,0.0404659708783805,0.152965296566209,0.0143071509505072,0.592911010558069,0.0545789438490692,0.242643345663463,0.0194928741425835,0.0921338769962623,0.0309296072867855,0.150509468667201,0.0009765625,5.52328273884749,True,inkscape,acdc,combined
knn,sbert_tfidf_weighted,random_undersample,5,2,10,0.558370995045738,0.04403896294725,0.141709783093591,0.0062569345353241,0.658597285067873,0.0691334338114939,0.232816684411516,0.009704519416639,0.0921338769962623,0.0309296072867855,0.140682807415253,0.0009765625,5.82255318716686,True,inkscape,acdc,combined
naive_bayes,sbert_tfidf_weighted,random_undersample,5,2,10,0.585382208141142,0.0338831328250185,0.141189724538318,0.0118243150320336,0.60448717948718,0.0735395533865372,0.228590763875649,0.0196410971429204,0.0921338769962623,0.0309296072867855,0.136456886879386,0.0009765625,4.9967611225787,True,inkscape,acdc,combined
xgboost,sbert_tfidf_weighted,random_undersample,5,2,10,0.597199444004411,0.0181367600019972,0.150026646884841,0.0075165535454769,0.633634992458522,0.0368928616795152,0.242518533515465,0.0117289971121421,0.0921338769962623,0.0309296072867855,0.150384656519203,0.0009765625,6.09943271708971,True,inkscape,acdc,combined
feedforward_nn,sbert_tfidf_weighted,random_undersample,5,2,10,0.544746773517216,0.0900833097963677,0.139057529054653,0.0152401635326162,0.659577677224736,0.131587534686747,0.227645662966531,0.022977840646956,0.0921338769962623,0.0309296072867855,0.135511785970269,0.0009765625,4.71851575689438,True,inkscape,acdc,combined
logistic_regression,openai,random_undersample,5,2,10,0.592654634029469,0.029027340795963,0.271951121417116,0.0204831347872505,0.775876623376623,0.0415746848329324,0.402560383876767,0.0269095101534325,0.16964782964783,0.0370197103678154,0.232912554228937,0.0009765625,6.82779703490827,True,stackgres,acdc,combined
random_forest,openai,random_undersample,5,2,10,0.610678632751667,0.0254055752685197,0.277199551146468,0.0187149582193206,0.747207792207792,0.0411350182746205,0.404220944091979,0.0247062089458713,0.16964782964783,0.0370197103678154,0.23457311444415,0.0009765625,7.07111768138977,True,stackgres,acdc,combined
svm,openai,random_undersample,5,2,10,0.596132651838837,0.0308211628277864,0.279800317430706,0.0186393264043817,0.811818181818182,0.0200260203479512,0.415822871061044,0.0208900719697836,0.16964782964783,0.0370197103678154,0.246175041413214,0.0009765625,7.76995912128428,True,stackgres,acdc,combined
knn,openai,random_undersample,5,2,10,0.590155931797309,0.0398167466605354,0.270004540906147,0.0253055810360771,0.76698051948052,0.0417283079770203,0.398943614456002,0.0308260695372722,0.16964782964783,0.0370197103678154,0.229295784808172,0.0009765625,6.38590283325679,True,stackgres,acdc,combined
naive_bayes,openai,random_undersample,5,2,10,0.594556363055544,0.0301592787659648,0.270099028434165,0.0209735124861012,0.757954545454545,0.0473563753474821,0.398034716417214,0.0277080421413338,0.16964782964783,0.0370197103678154,0.228386886769384,0.0009765625,6.62649397502912,True,stackgres,acdc,combined
xgboost,openai,random_undersample,5,2,10,0.638516751187957,0.0253736911986631,0.28690717952854,0.0211204162350955,0.702532467532468,0.0486195851280109,0.407171292446369,0.0276164114413413,0.16964782964783,0.0370197103678154,0.23752346279854,0.0009765625,6.8997698082557,True,stackgres,acdc,combined
feedforward_nn,openai,random_undersample,5,2,10,0.659355907838518,0.0560570807326058,0.292082363499401,0.0377090839217735,0.638279220779221,0.138372376326617,0.395852184082725,0.0503169073950044,0.16964782964783,0.0370197103678154,0.226204354434895,0.0009765625,4.85824778978269,True,stackgres,acdc,combined
logistic_regression,tfidf,random_undersample,5,2,10,0.66476560316256,0.0198325291600073,0.314678798613438,0.0146163159993439,0.759837662337662,0.0291311938429258,0.444735210120102,0.0156909318825403,0.16964782964783,0.0370197103678154,0.275087380472273,0.0009765625,9.17903437725621,True,stackgres,acdc,combined
random_forest,tfidf,random_undersample,5,2,10,0.645788244219942,0.0317668036953641,0.297551701917567,0.0208598308689482,0.733019480519481,0.0598629545380498,0.422356283476663,0.0253099520968523,0.16964782964783,0.0370197103678154,0.252708453828834,0.0009765625,7.56039184228744,True,stackgres,acdc,combined
svm,tfidf,random_undersample,5,2,10,0.664459130295891,0.0297697731036964,0.317627090698335,0.020589442451969,0.775909090909091,0.0397683671079428,0.450111275721663,0.0218441556869575,0.16964782964783,0.0370197103678154,0.280463446073833,0.0009765625,8.75397848679363,True,stackgres,acdc,combined
knn,tfidf,random_undersample,5,2,10,0.592680589386256,0.0357725505231647,0.268320555505535,0.0254497792674198,0.751038961038961,0.0476246356422174,0.395137421160962,0.0330477728613276,0.16964782964783,0.0370197103678154,0.225489591513132,0.0009765625,6.09627512641466,True,stackgres,acdc,combined
naive_bayes,tfidf,random_undersample,5,2,10,0.640108014215549,0.0281286021240705,0.303197480647375,0.0220746940017379,0.795746753246753,0.0464935631756166,0.438860525293576,0.0285641469065862,0.16964782964783,0.0370197103678154,0.269212695645746,0.0009765625,7.72449354556121,True,stackgres,acdc,combined
xgboost,tfidf,random_undersample,5,2,10,0.630284909954878,0.0388677330113329,0.277537513142274,0.0251651869710155,0.67198051948052,0.0496581436207903,0.391833469589764,0.0276680750049509,0.16964782964783,0.0370197103678154,0.222185639941935,0.0009765625,6.44990789651488,True,stackgres,acdc,combined
logistic_regression,sbert_avg,random_undersample,5,2,10,0.623961785728547,0.0229979244435248,0.278363883846176,0.0162519850407489,0.707922077922078,0.0526138742846954,0.399176435897414,0.0216369635553984,0.16964782964783,0.0370197103678154,0.229528606249584,0.0009765625,7.18170263852523,True,stackgres,acdc,combined
random_forest,sbert_avg,random_undersample,5,2,10,0.62808469432576,0.0180441781202489,0.279556334206322,0.0171620350148799,0.7025,0.0583802076966153,0.399711454360391,0.025477759064194,0.16964782964783,0.0370197103678154,0.230063624712561,0.0009765625,6.86837818234886,True,stackgres,acdc,combined
svm,sbert_avg,random_undersample,5,2,10,0.610372159884998,0.0246621336660138,0.276670521525819,0.0177861937050633,0.745487012987013,0.0482230741039293,0.403274172831096,0.0235676934578206,0.16964782964783,0.0370197103678154,0.233626343183266,0.0009765625,7.14236016275524,True,stackgres,acdc,combined
knn,sbert_avg,random_undersample,5,2,10,0.555973725192669,0.0265588514719843,0.236607774342818,0.0175352243469163,0.679058441558442,0.0480684532025655,0.350772133331589,0.0244704812245337,0.16964782964783,0.0370197103678154,0.181124303683759,0.0009765625,5.47597019900267,True,stackgres,acdc,combined
naive_bayes,sbert_avg,random_undersample,5,2,10,0.607517070638502,0.016199950971122,0.271728194299874,0.0114774197286694,0.727792207792208,0.0361389160251908,0.395589940001704,0.0161880449357271,0.16964782964783,0.0370197103678154,0.225942110353874,0.0009765625,7.50248740308287,True,stackgres,acdc,combined
xgboost,sbert_avg,random_undersample,5,2,10,0.637231961027034,0.0241138944361352,0.283256484209897,0.0203134851820783,0.686331168831169,0.0450408937893244,0.400672053752433,0.0253428651161723,0.16964782964783,0.0370197103678154,0.231024224104603,0.0009765625,6.9087919856315,True,stackgres,acdc,combined
feedforward_nn,sbert_avg,random_undersample,5,2,10,0.576840833765923,0.0666315183276584,0.254484246622384,0.021516581013073,0.704253246753247,0.113159151041035,0.370200872621315,0.0172963377149347,0.16964782964783,0.0370197103678154,0.200553042973485,0.0009765625,6.58500935183051,True,stackgres,acdc,combined
logistic_regression,sbert_max,random_undersample,5,2,10,0.622384498662301,0.0173561006013462,0.275282757294449,0.0128804317078151,0.69724025974026,0.0472862051751361,0.394412158660701,0.0177976162848792,0.16964782964783,0.0370197103678154,0.224764329012871,0.0009765625,7.34139416765948,True,stackgres,acdc,combined
random_forest,sbert_max,random_undersample,5,2,10,0.620497743880526,0.0187296821056479,0.276462813176744,0.0204757274365732,0.713409090909091,0.0740171517299256,0.398264345259994,0.0318498891142465,0.16964782964783,0.0370197103678154,0.228616515612164,0.0009765625,6.28074409456237,True,stackgres,acdc,combined
svm,sbert_max,random_undersample,5,2,10,0.607520065487362,0.0264966209923976,0.272875075475482,0.0169634497348939,0.731233766233766,0.0373491794772461,0.397115705078046,0.0205427252021768,0.16964782964783,0.0370197103678154,0.227467875430216,0.0009765625,7.20827393629516,True,stackgres,acdc,combined
knn,sbert_max,random_undersample,5,2,10,0.574639619853852,0.0388506246322845,0.244926104410849,0.03078307793227,0.673668831168831,0.0815099908303336,0.358913479294283,0.043377790467695,0.16964782964783,0.0370197103678154,0.189265649646453,0.0009765625,4.45273309405092,True,stackgres,acdc,combined
naive_bayes,sbert_max,random_undersample,5,2,10,0.613857165675039,0.0153904302563642,0.267253911475756,0.0152716601432051,0.683116883116883,0.0596208575252759,0.383945087232566,0.0235647689141007,0.16964782964783,0.0370197103678154,0.214297257584736,0.0009765625,6.55167114968688,True,stackgres,acdc,combined
xgboost,sbert_max,random_undersample,5,2,10,0.629022082018927,0.0256349655522419,0.281276553883445,0.0216611418433889,0.704220779220779,0.031920389777095,0.40180558937232,0.0263593072929086,0.16964782964783,0.0370197103678154,0.232157759724491,0.0009765625,6.85379048724074,True,stackgres,acdc,combined
feedforward_nn,sbert_max,random_undersample,5,2,10,0.583820828175538,0.0697449420846474,0.261671706230616,0.0246934247846041,0.722272727272727,0.087065573371184,0.38145939458671,0.0247391245164359,0.16964782964783,0.0370197103678154,0.211811564938881,0.0009765625,6.3823579780035,True,stackgres,acdc,combined
logistic_regression,sbert_tfidf_weighted,random_undersample,5,2,10,0.623328874336142,0.0240262743767867,0.2770717758078,0.0178215762107835,0.702564935064935,0.0538010525471981,0.397006288029554,0.0236707172151953,0.16964782964783,0.0370197103678154,0.227358458381725,0.0009765625,6.94197457091577,True,stackgres,acdc,combined
random_forest,sbert_tfidf_weighted,random_undersample,5,2,10,0.623335862316815,0.0164880317166841,0.273725306495372,0.0155325133673737,0.686525974025974,0.0542179115036022,0.391198909977863,0.0233039264227312,0.16964782964783,0.0370197103678154,0.221551080330033,0.0009765625,6.79504389418016,True,stackgres,acdc,combined
svm,sbert_tfidf_weighted,random_undersample,5,2,10,0.614163638541708,0.0232288855659168,0.278898180297119,0.0161854415460671,0.745519480519481,0.0415578835189806,0.405668735927056,0.0208251597686865,0.16964782964783,0.0370197103678154,0.236020906279226,0.0009765625,7.455055106086,True,stackgres,acdc,combined
knn,sbert_tfidf_weighted,random_undersample,5,2,10,0.55534580521503,0.0343925378122318,0.239362704042209,0.0218742658408788,0.693506493506494,0.0504242834917891,0.355635977255022,0.0293069547224546,0.16964782964783,0.0370197103678154,0.185988147607192,0.0009765625,5.28483892610397,True,stackgres,acdc,combined
naive_bayes,sbert_tfidf_weighted,random_undersample,5,2,10,0.607517070638502,0.0160758403562736,0.270780979777135,0.0119339727903386,0.722435064935065,0.0389576432502891,0.393785906787816,0.0171117723093743,0.16964782964783,0.0370197103678154,0.224138077139987,0.0009765625,7.37344244020105,True,stackgres,acdc,combined
xgboost,sbert_tfidf_weighted,random_undersample,5,2,10,0.628388172343569,0.018835655275143,0.279190742363537,0.0152631875001554,0.698928571428571,0.0591830753324123,0.398642574917881,0.0228497483244497,0.16964782964783,0.0370197103678154,0.228994745270051,0.0009765625,7.06213147833029,True,stackgres,acdc,combined
feedforward_nn,sbert_tfidf_weighted,random_undersample,5,2,10,0.588543704827697,0.0764060062666038,0.261097960077614,0.0276243126681365,0.700876623376623,0.110384744927154,0.376813005336725,0.027159459195731,0.16964782964783,0.0370197103678154,0.207165175688895,0.0009765625,6.05351882905883,True,stackgres,acdc,combined
logistic_regression,openai,random_undersample,5,2,10,0.623048356826259,0.0334672534004605,0.249990925912275,0.0182918970880821,0.751374113475177,0.0520713355729975,0.374663226802722,0.0235679011929018,0.160130443930149,0.0339142797956882,0.214532782872573,0.0009765625,6.96928502490346,True,stackgres,arcan,combined
random_forest,openai,random_undersample,5,2,10,0.670474783372599,0.0279811684214323,0.27134007728637,0.0216526580131623,0.704875886524823,0.0472234889334421,0.391346036790175,0.026263983564447,0.160130443930149,0.0339142797956882,0.231215592860025,0.0009765625,7.23181630299459,True,stackgres,arcan,combined
svm,openai,random_undersample,5,2,10,0.648353831409975,0.0471088042719053,0.266429113224399,0.0267907050236026,0.749113475177305,0.0473162640550004,0.391755306227418,0.0274065012320823,0.160130443930149,0.0339142797956882,0.231624862297268,0.0009765625,7.12683509171899,True,stackgres,arcan,combined
knn,openai,random_undersample,5,2,10,0.550600966337899,0.0247210231246588,0.225883210727166,0.0162708630419047,0.822517730496454,0.0662697911157597,0.354282706746508,0.0252800103355163,0.160130443930149,0.0339142797956882,0.194152262816358,0.0009765625,6.15803723585186,True,stackgres,arcan,combined
naive_bayes,openai,random_undersample,5,2,10,0.650245577606517,0.0285046502934421,0.25929791319916,0.0184110113932338,0.71334219858156,0.0480566986330927,0.379927126276197,0.0237332341455738,0.160130443930149,0.0339142797956882,0.219796682346047,0.0009765625,7.12397405863118,True,stackgres,arcan,combined
xgboost,openai,random_undersample,5,2,10,0.67017729505251,0.0346033946182329,0.273162238768249,0.0222614270737912,0.711081560283688,0.0235603874981167,0.394010150594061,0.0228493526306603,0.160130443930149,0.0339142797956882,0.233879706663912,0.0009765625,7.6731807074303,True,stackgres,arcan,combined
feedforward_nn,openai,random_undersample,5,2,10,0.620194265862716,0.0270593397512044,0.248168352234777,0.0146030903685348,0.75531914893617,0.0824825477331372,0.373000677873828,0.0231131102798113,0.160130443930149,0.0339142797956882,0.212870233943678,0.0009765625,6.95871926387228,True,stackgres,arcan,combined
logistic_regression,tfidf,random_undersample,5,2,10,0.655630315856726,0.0411244416003206,0.266024747336496,0.0206050301033191,0.723581560283688,0.0426704022562575,0.387904657612676,0.0190576928705759,0.160130443930149,0.0339142797956882,0.227774213682527,0.0009765625,7.85538852262136,True,stackgres,arcan,combined
random_forest,tfidf,random_undersample,5,2,10,0.716021443117837,0.0235435454892747,0.281681976306541,0.021957837371654,0.571631205673759,0.0439193201479649,0.376820761355951,0.0247851323310355,0.160130443930149,0.0339142797956882,0.216690317425802,0.0009765625,6.92097444536127,True,stackgres,arcan,combined
svm,tfidf,random_undersample,5,2,10,0.674921135646688,0.0462858874728436,0.279280961267771,0.0267414595270531,0.719326241134752,0.0717986049555119,0.400301707357403,0.0250813925064433,0.160130443930149,0.0339142797956882,0.240171263427254,0.0009765625,7.6390304935076,True,stackgres,arcan,combined
knn,tfidf,random_undersample,5,2,10,0.583823823024398,0.0405478373620546,0.23575448701769,0.0145135245285233,0.784530141843972,0.0469491903620834,0.361933291261985,0.0162285482967282,0.160130443930149,0.0339142797956882,0.201802847331836,0.0009765625,7.20126599342805,True,stackgres,arcan,combined
naive_bayes,tfidf,random_undersample,5,2,10,0.57243840594178,0.0294277343355728,0.239565965687863,0.0155716731967811,0.84813829787234,0.0448831154456779,0.373400564560117,0.0215724147532971,0.160130443930149,0.0339142797956882,0.213270120629968,0.0009765625,7.11879370547709,True,stackgres,arcan,combined
xgboost,tfidf,random_undersample,5,2,10,0.633155971728627,0.0363877716729334,0.242571926895232,0.0242697755464426,0.672916666666667,0.0398144654111802,0.356122181759444,0.0296610403239532,0.160130443930149,0.0339142797956882,0.195991737829295,0.0009765625,5.83620767655478,True,stackgres,arcan,combined
logistic_regression,sbert_avg,random_undersample,5,2,10,0.630952761250649,0.045077727751426,0.248612004576201,0.0324718848144912,0.710904255319149,0.0687364950314444,0.367789653422165,0.0427162743443443,0.160130443930149,0.0339142797956882,0.207659209492016,0.0009765625,5.10804006162406,True,stackgres,arcan,combined
random_forest,sbert_avg,random_undersample,5,2,10,0.660362177055465,0.0366539705178205,0.258438060792356,0.0313043015551512,0.670833333333333,0.0762566473580132,0.372650075633075,0.0428731998467507,0.160130443930149,0.0339142797956882,0.212519631702925,0.0009765625,5.21583642134292,True,stackgres,arcan,combined
svm,sbert_avg,random_undersample,5,2,10,0.642337180050314,0.0410701393238007,0.261354939507215,0.0290265408265333,0.748936170212766,0.0682688009351835,0.38691942195624,0.0384055572830998,0.160130443930149,0.0339142797956882,0.226788978026091,0.0009765625,5.93854260958719,True,stackgres,arcan,combined
knn,sbert_avg,random_undersample,5,2,10,0.482285468993331,0.034490470673476,0.210324198628487,0.0157233342778487,0.888297872340426,0.0632770094946576,0.340005271353198,0.024461335941858,0.160130443930149,0.0339142797956882,0.179874827423049,0.0009765625,5.77124401096014,True,stackgres,arcan,combined
naive_bayes,sbert_avg,random_undersample,5,2,10,0.651191949846264,0.041463944576194,0.257506483511707,0.0380160299919418,0.696232269503546,0.0872304049326612,0.375578233618855,0.0520940900092908,0.160130443930149,0.0339142797956882,0.215447789688706,0.0009765625,4.65008912865626,True,stackgres,arcan,combined
xgboost,sbert_avg,random_undersample,5,2,10,0.647078025795632,0.0384344012550556,0.251076802675605,0.0292758396401571,0.675265957446808,0.0690383731482236,0.365460722765611,0.0388174151230267,0.160130443930149,0.0339142797956882,0.205330278835462,0.0009765625,5.34436260634699,True,stackgres,arcan,combined
feedforward_nn,sbert_avg,random_undersample,5,2,10,0.631550732739688,0.065099039007157,0.24778077196618,0.0352259942224766,0.692508865248227,0.099645754854712,0.362428351445833,0.0427943481718938,0.160130443930149,0.0339142797956882,0.202297907515683,0.0009765625,4.97058741266321,True,stackgres,arcan,combined
logistic_regression,sbert_max,random_undersample,5,2,10,0.648662300842551,0.0405663909317819,0.249266583576173,0.0384305083601509,0.662455673758865,0.0976738052288375,0.361836638884629,0.0542042432260293,0.160130443930149,0.0339142797956882,0.20170619495448,0.0009765625,4.23238591501851,True,stackgres,arcan,combined
random_forest,sbert_max,random_undersample,5,2,10,0.679642015732939,0.0274704492956517,0.267988697242237,0.0307095860798604,0.653812056737589,0.0731213713488761,0.379879131160113,0.0420041798832616,0.160130443930149,0.0339142797956882,0.219748687229964,0.0009765625,5.46107717533066,True,stackgres,arcan,combined
svm,sbert_max,random_undersample,5,2,10,0.648030387733099,0.0437850247424837,0.257642009785044,0.0309555722449973,0.70456560283688,0.0677583541768949,0.376595298988397,0.0398211089326254,0.160130443930149,0.0339142797956882,0.216464855058248,0.0009765625,5.55230877316167,True,stackgres,arcan,combined
knn,sbert_max,random_undersample,5,2,10,0.551547338577646,0.0454341505443255,0.22222945475614,0.019798340676037,0.788874113475177,0.0558422858406427,0.346371099023169,0.0272663868406357,0.160130443930149,0.0339142797956882,0.18624065509302,0.0009765625,5.74199349208815,True,stackgres,arcan,combined
naive_bayes,sbert_max,random_undersample,5,2,10,0.713171345286108,0.0307768610089069,0.275690748794213,0.0453621397634035,0.560904255319149,0.101395382800386,0.369070985578368,0.0610354016784362,0.160130443930149,0.0339142797956882,0.208940541648218,0.0009765625,4.01466627087195,True,stackgres,arcan,combined
xgboost,sbert_max,random_undersample,5,2,10,0.653408138002636,0.0358759873846525,0.248023809165591,0.0295188116347274,0.639095744680851,0.0703441665707589,0.35671823470813,0.0387077109836198,0.160130443930149,0.0339142797956882,0.19658779077798,0.0009765625,5.12502105692822,True,stackgres,arcan,combined
