backend,run,linker_set,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
luna,run3,Full,0.847061,0.923658,0.881732,0.905841,0.876239,0.880314,0.748026,0.790943,0.895408,0.918898,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run3,FullNameOnly,0.860941,0.822329,0.835843,0.826617,0.821500,0.785783,0.681726,0.650038,0.853643,0.829233,-0.045889,-0.079224,-0.066299,-0.140906,-0.041765,-0.089665
luna,run3,PartialNameOnly,0.205098,0.035476,0.053411,0.040971,0.109790,0.095393,0.000000,0.000000,0.000000,0.000000,-0.828321,-0.864870,-0.748026,-0.790943,-0.895408,-0.918898
luna,run3,CorefOnly,0.925218,0.180539,0.293604,0.213218,0.282166,0.207580,0.040134,0.027125,0.068507,0.049835,-0.588128,-0.692623,-0.707892,-0.763819,-0.826901,-0.869063
luna,average,CorefOnly,0.873583,0.265559,0.391847,0.304201,0.381441,0.297787,0.013378,0.009042,0.022836,0.016612,-0.489838,-0.607792,-0.722274,-0.780569,-0.866124,-0.906770
luna,average,Full,0.839970,0.935111,0.881685,0.911993,0.879859,0.892278,0.735652,0.789610,0.888959,0.923381,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,average,FullNameOnly,0.864998,0.837267,0.844919,0.839049,0.840817,0.807400,0.670486,0.661330,0.856855,0.841724,-0.036767,-0.072944,-0.065166,-0.128280,-0.032104,-0.081657
luna,average,PartialNameOnly,0.131311,0.031707,0.047833,0.036637,0.097925,0.084976,0.000000,0.000000,0.000000,0.000000,-0.833852,-0.875356,-0.735652,-0.789610,-0.888959,-0.923381
terra,average,CorefOnly,0.929733,0.158638,0.261211,0.187982,0.244697,0.173616,0.011688,0.007819,0.024639,0.017952,-0.647755,-0.723911,-0.715158,-0.735145,-0.873614,-0.892437
terra,average,Full,0.907715,0.914734,0.908967,0.911893,0.888215,0.885382,0.726846,0.742964,0.898253,0.910388,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,average,FullNameOnly,0.922378,0.806020,0.856688,0.824878,0.819113,0.772946,0.650990,0.606504,0.853395,0.810956,-0.052279,-0.087015,-0.075857,-0.136460,-0.044859,-0.099432
terra,average,PartialNameOnly,0.111167,0.023196,0.038254,0.027527,0.081358,0.065037,0.000000,0.000000,0.000000,0.000000,-0.870713,-0.884366,-0.726846,-0.742964,-0.898253,-0.910388
